suite	task_id	hard_pass	spec_score	decision	final_decision	p_hard_pass	steps_used	proposals_used	verify_calls_used	total_verifier_calls	termination_reason	edit_distance	final_edit_cost_brics	trajectory_edit_distance	trajectory_edit_cost_brics
sgchem_v1.0	sgchem_v1.0__bundle__00089__audit_reject__03	1	1.012	accept	ACCEPT	0.850	1	1	0	1	accepted	4	2	4	2
sgchem_v1.0	sgchem_v1.0__bundle__00089__construct_feasible__01	1	1.012	accept	ACCEPT	0.850	1	1	0	1	accepted				
sgchem_v1.0	sgchem_v1.0__bundle__00089__interrupt_resume__05	1	1.000	accept	ACCEPT	0.850	1	1	0	1	accepted	2	2	2	2
sgchem_v1.0	sgchem_v1.0__bundle__00091__abstain_contradiction__04	0	0.000	reject	REJECT	0.850	1	1	0	1	budget_exhausted:max_steps				
sgchem_v1.0	sgchem_v1.0__bundle__00091__audit_accept__02	1	1.200	accept	ACCEPT	0.850	1	1	0	1	accepted	4	2	4	2
sgchem_v1.0	sgchem_v1.0__bundle__00091__audit_reject__03	1	1.200	accept	ACCEPT	0.850	1	1	0	1	accepted	4	2	4	2
sgchem_v1.0	sgchem_v1.0__bundle__00091__construct_feasible__01	1	1.200	accept	ACCEPT	0.850	1	1	0	1	accepted				
sgchem_v1.0	sgchem_v1.0__bundle__00091__repair_near_miss__05	1	1.182	accept	ACCEPT	0.850	1	1	0	1	accepted	2	2	2	2
sgchem_v1.0	sgchem_v1.0__bundle__00094__audit_accept__02	1	1.200	accept	ACCEPT	0.850	1	1	0	1	accepted	6	2	6	2
sgchem_v1.0	sgchem_v1.0__bundle__00094__audit_reject__03	1	1.200	accept	ACCEPT	0.850	1	1	0	1	accepted	3	2	3	2
sgchem_v1.0	sgchem_v1.0__bundle__00094__construct_feasible__01	1	1.200	accept	ACCEPT	0.850	1	1	0	1	accepted				
sgchem_v1.0	sgchem_v1.0__bundle__00094__smiles_invariance__05	1	1.200	accept	ACCEPT	0.850	1	1	0	1	accepted	6	2	6	2
sgchem_v1.0	sgchem_v1.0__bundle__00094__smiles_invariance__06	1	1.200	accept	ACCEPT	0.850	1	1	0	1	accepted	6	2	6	2
sgchem_v1.0	sgchem_v1.0__bundle__00097__abstain_contradiction__04	0	0.000	reject	REJECT	0.850	1	1	0	1	budget_exhausted:max_steps				
sgchem_v1.0	sgchem_v1.0__bundle__00097__audit_accept__02	1	1.200	accept	ACCEPT	0.850	1	1	0	1	accepted	4	2	4	2
sgchem_v1.0	sgchem_v1.0__bundle__00097__audit_reject__03	1	1.200	accept	ACCEPT	0.850	1	1	0	1	accepted	5	2	5	2
sgchem_v1.0	sgchem_v1.0__bundle__00097__construct_feasible__01	1	1.200	accept	ACCEPT	0.850	1	1	0	1	accepted				
sgchem_v1.0	sgchem_v1.0__bundle__00097__repair_near_miss__05	1	1.015	accept	ACCEPT	0.850	1	1	0	1	accepted	2	2	2	2
sgchem_v1.0	sgchem_v1.0__bundle__00098__abstain_contradiction__04	0	0.000	reject	REJECT	0.850	1	1	0	1	budget_exhausted:max_steps				
sgchem_v1.0	sgchem_v1.0__bundle__00098__audit_accept__02	1	1.194	accept	ACCEPT	0.850	1	1	0	1	accepted	10	2	10	2
sgchem_v1.0	sgchem_v1.0__bundle__00098__audit_reject__03	1	1.194	accept	ACCEPT	0.850	1	1	0	1	accepted	4	2	4	2
sgchem_v1.0	sgchem_v1.0__bundle__00098__construct_feasible__01	1	1.194	accept	ACCEPT	0.850	1	1	0	1	accepted				
sgchem_v1.0	sgchem_v1.0__bundle__00098__repair_multi_violation__05	1	1.194	accept	ACCEPT	0.850	1	1	0	1	accepted	13	3	13	3
sgchem_v1.0	sgchem_v1.0__bundle__00099__abstain_contradiction__04	0	0.000	reject	REJECT	0.850	1	1	0	1	budget_exhausted:max_steps				
sgchem_v1.0	sgchem_v1.0__bundle__00099__audit_accept__02	1	1.200	accept	ACCEPT	0.850	1	1	0	1	accepted	4	2	4	2
sgchem_v1.0	sgchem_v1.0__bundle__00099__audit_reject__03	1	1.200	accept	ACCEPT	0.850	1	1	0	1	accepted	4	2	4	2
sgchem_v1.0	sgchem_v1.0__bundle__00099__boundary_precision__05	1	1.200	accept	ACCEPT	0.850	1	1	0	1	accepted	4	2	4	2
sgchem_v1.0	sgchem_v1.0__bundle__00099__boundary_precision__06	1	1.200	accept	ACCEPT	0.850	1	1	0	1	accepted	4	2	4	2
sgchem_v1.0	sgchem_v1.0__bundle__00099__construct_feasible__01	1	1.200	accept	ACCEPT	0.850	1	1	0	1	accepted				
sgchem_v1.0	sgchem_v1.0__bundle__00104__abstain_contradiction__04	0	0.000	reject	REJECT	0.850	1	1	0	1	budget_exhausted:max_steps				
sgchem_v1.0	sgchem_v1.0__bundle__00104__audit_accept__02	1	1.200	accept	ACCEPT	0.850	1	1	0	1	accepted	4	2	4	2
sgchem_v1.0	sgchem_v1.0__bundle__00104__audit_reject__03	1	1.200	accept	ACCEPT	0.850	1	1	0	1	accepted	4	2	4	2
sgchem_v1.0	sgchem_v1.0__bundle__00104__construct_feasible__01	1	1.200	accept	ACCEPT	0.850	1	1	0	1	accepted				
sgchem_v1.0	sgchem_v1.0__bundle__00104__repair_multi_violation__05	1	1.200	accept	ACCEPT	0.850	1	1	0	1	accepted	5	4	5	4
sgchem_v1.0	sgchem_v1.0__bundle__00106__audit_accept__02	1	1.200	accept	ACCEPT	0.850	1	1	0	1	accepted	6	2	6	2
sgchem_v1.0	sgchem_v1.0__bundle__00106__audit_reject__03	1	1.200	accept	ACCEPT	0.850	1	1	0	1	accepted	3	2	3	2
sgchem_v1.0	sgchem_v1.0__bundle__00106__construct_feasible__01	1	1.200	accept	ACCEPT	0.850	1	1	0	1	accepted				
sgchem_v1.0	sgchem_v1.0__bundle__00106__smiles_invariance__05	1	1.200	accept	ACCEPT	0.850	1	1	0	1	accepted	6	2	6	2
sgchem_v1.0	sgchem_v1.0__bundle__00106__smiles_invariance__06	1	1.200	accept	ACCEPT	0.850	1	1	0	1	accepted	6	2	6	2
sgchem_v1.0	sgchem_v1.0__bundle__00107__audit_accept__02	1	1.200	accept	ACCEPT	0.850	1	1	0	1	accepted	5	2	5	2
sgchem_v1.0	sgchem_v1.0__bundle__00107__audit_reject__03	1	1.200	accept	ACCEPT	0.850	1	1	0	1	accepted	3	2	3	2
sgchem_v1.0	sgchem_v1.0__bundle__00107__construct_feasible__01	1	1.200	accept	ACCEPT	0.850	1	1	0	1	accepted				
sgchem_v1.0	sgchem_v1.0__bundle__00107__interrupt_resume__05	1	1.200	accept	ACCEPT	0.850	1	1	0	1	accepted	6	2	6	2
sgchem_v1.0	sgchem_v1.0__bundle__00108__abstain_contradiction__04	0	0.000	reject	REJECT	0.850	1	1	0	1	budget_exhausted:max_steps				
sgchem_v1.0	sgchem_v1.0__bundle__00108__audit_accept__02	1	1.182	accept	ACCEPT	0.850	1	1	0	1	accepted	11	2	11	2
sgchem_v1.0	sgchem_v1.0__bundle__00108__audit_reject__03	1	1.182	accept	ACCEPT	0.850	1	1	0	1	accepted	3	2	3	2
sgchem_v1.0	sgchem_v1.0__bundle__00108__construct_feasible__01	1	1.182	accept	ACCEPT	0.850	1	1	0	1	accepted				
sgchem_v1.0	sgchem_v1.0__bundle__00108__tool_forced_l3__05	1	1.182	accept	ACCEPT	0.850	1	1	0	1	accepted	5	2	5	2
sgchem_v1.0	sgchem_v1.0__bundle__00111__abstain_contradiction__04	0	0.000	reject	REJECT	0.850	1	1	0	1	budget_exhausted:max_steps				
sgchem_v1.0	sgchem_v1.0__bundle__00111__audit_accept__02	1	1.194	accept	ACCEPT	0.850	1	1	0	1	accepted	14	3	14	3
sgchem_v1.0	sgchem_v1.0__bundle__00111__audit_reject__03	1	1.194	accept	ACCEPT	0.850	1	1	0	1	accepted	4	2	4	2
sgchem_v1.0	sgchem_v1.0__bundle__00111__boundary_precision__05	1	1.194	accept	ACCEPT	0.850	1	1	0	1	accepted	14	3	14	3
sgchem_v1.0	sgchem_v1.0__bundle__00111__boundary_precision__06	1	1.194	accept	ACCEPT	0.850	1	1	0	1	accepted	4	2	4	2
sgchem_v1.0	sgchem_v1.0__bundle__00111__construct_feasible__01	1	1.194	accept	ACCEPT	0.850	1	1	0	1	accepted				
sgchem_v1.0	sgchem_v1.0__bundle__00113__audit_accept__02	1	1.200	accept	ACCEPT	0.850	1	1	0	1	accepted	6	2	6	2
sgchem_v1.0	sgchem_v1.0__bundle__00113__audit_reject__03	1	1.200	accept	ACCEPT	0.850	1	1	0	1	accepted	4	2	4	2
sgchem_v1.0	sgchem_v1.0__bundle__00113__construct_feasible__01	1	1.200	accept	ACCEPT	0.850	1	1	0	1	accepted				
sgchem_v1.0	sgchem_v1.0__bundle__00113__interrupt_resume__05	1	1.200	accept	ACCEPT	0.850	1	1	0	1	accepted	4	2	4	2
sgchem_v1.0	sgchem_v1.0__bundle__00115__abstain_contradiction__04	0	0.000	reject	REJECT	0.850	1	1	0	1	budget_exhausted:max_steps				
sgchem_v1.0	sgchem_v1.0__bundle__00115__audit_accept__02	1	1.012	accept	ACCEPT	0.850	1	1	0	1	accepted	5	2	5	2
sgchem_v1.0	sgchem_v1.0__bundle__00115__audit_reject__03	1	1.012	accept	ACCEPT	0.850	1	1	0	1	accepted	4	2	4	2
sgchem_v1.0	sgchem_v1.0__bundle__00115__construct_feasible__01	1	1.012	accept	ACCEPT	0.850	1	1	0	1	accepted				
sgchem_v1.0	sgchem_v1.0__bundle__00115__repair_near_miss__05	1	1.012	accept	ACCEPT	0.850	1	1	0	1	accepted	2	2	2	2
sgchem_v1.0	sgchem_v1.0__bundle__00117__abstain_contradiction__04	0	0.000	reject	REJECT	0.850	1	1	0	1	budget_exhausted:max_steps				
sgchem_v1.0	sgchem_v1.0__bundle__00117__audit_accept__02	1	1.200	accept	ACCEPT	0.850	1	1	0	1	accepted	5	2	5	2
sgchem_v1.0	sgchem_v1.0__bundle__00117__audit_reject__03	1	1.200	accept	ACCEPT	0.850	1	1	0	1	accepted	4	2	4	2
sgchem_v1.0	sgchem_v1.0__bundle__00117__boundary_precision__05	1	1.200	accept	ACCEPT	0.850	1	1	0	1	accepted	5	2	5	2
sgchem_v1.0	sgchem_v1.0__bundle__00117__boundary_precision__06	1	1.200	accept	ACCEPT	0.850	1	1	0	1	accepted	4	2	4	2
sgchem_v1.0	sgchem_v1.0__bundle__00117__construct_feasible__01	1	1.200	accept	ACCEPT	0.850	1	1	0	1	accepted				
sgchem_v1.0	sgchem_v1.0__bundle__00119__audit_accept__02	1	1.200	accept	ACCEPT	0.850	1	1	0	1	accepted	5	2	5	2
sgchem_v1.0	sgchem_v1.0__bundle__00119__audit_reject__03	1	1.200	accept	ACCEPT	0.850	1	1	0	1	accepted	3	2	3	2
sgchem_v1.0	sgchem_v1.0__bundle__00119__construct_feasible__01	1	1.200	accept	ACCEPT	0.850	1	1	0	1	accepted				
sgchem_v1.0	sgchem_v1.0__bundle__00119__interrupt_resume__05	1	1.200	accept	ACCEPT	0.850	1	1	0	1	accepted	6	2	6	2
sgchem_v1.0	sgchem_v1.0__bundle__00120__audit_accept__02	1	1.200	accept	ACCEPT	0.850	1	1	0	1	accepted	6	2	6	2
sgchem_v1.0	sgchem_v1.0__bundle__00120__audit_reject__03	1	1.200	accept	ACCEPT	0.850	1	1	0	1	accepted	3	2	3	2
sgchem_v1.0	sgchem_v1.0__bundle__00120__construct_feasible__01	1	1.200	accept	ACCEPT	0.850	1	1	0	1	accepted				
sgchem_v1.0	sgchem_v1.0__bundle__00120__tool_forced_l3__05	1	1.200	accept	ACCEPT	0.850	1	1	0	1	accepted	6	2	6	2
